planet_name,host_star_name,system_star_number,sytem_planet_number,system_moon_number,discovery_year,discovery_facility,planet_controvercial_flag,planet_orbital_period_days,planet_radius_earth_radii,planet_mass_earth_mass,planet_orbit_eccentricity,star_temperature_kelvin,star_radius_solar_radii,star_mass_solar_mass,system_distance_parsecs
K2-133 d,K2-133,1,4,0,2017,K2,0,11.0234,2.02,null,null,3655.0,0.47,0.51,75.1703
K2-133 d,K2-133,1,4,0,2017,K2,0,11.02454,2.003,null,null,3655.0,0.46,0.46,75.1703
K2-133 e,K2-133,1,4,0,2019,K2,0,26.5841,1.73,null,null,3655.0,0.46,0.46,75.1703
K2-136 b,K2-136,2,3,0,2017,K2,0,7.975292,0.99,null,0.1,4499.0,0.66,0.74,59.2474
K2-136 b,K2-136,2,3,0,2017,K2,0,7.9757,1.05,null,0.72,4359.0,0.72,0.69,59.2474
K2-136 b,K2-136,2,3,0,2017,K2,0,7.9752,1.014,4.3,0.14,4500.0,0.68,0.74,59.2474
K2-136 c,K2-136,2,3,0,2017,K2,0,17.30713,3.0,18.1,0.047,4500.0,0.68,0.74,59.2474
K2-136 c,K2-136,2,3,0,2017,K2,0,17.3077,3.03,null,null,4364.0,0.71,0.71,59.2474
K2-136 c,K2-136,2,3,0,2017,K2,0,17.307137,2.91,null,0.13,4499.0,0.66,0.74,59.2474
K2-136 c,K2-136,2,3,0,2017,K2,0,17.30681,3.14,null,0.47,4359.0,0.72,0.69,59.2474
K2-136 c,K2-136,2,3,0,2017,K2,0,17.3070631,3.728,null,null,4230.6,0.77,null,59.2474
K2-136 c,K2-136,2,3,0,2017,K2,0,17.307013,null,null,null,4364.0,0.71,0.71,59.2474
K2-136 d,K2-136,2,3,0,2017,K2,0,25.575065,1.45,null,0.14,4499.0,0.66,0.74,59.2474
K2-136 d,K2-136,2,3,0,2017,K2,0,25.5715,1.55,null,0.75,4359.0,0.72,0.69,59.2474
K2-136 d,K2-136,2,3,0,2017,K2,0,25.575,1.565,3.0,0.071,4500.0,0.68,0.74,59.2474
K2-137 b,K2-137,1,1,0,2017,K2,0,0.179719,0.64,null,null,3697.0,0.29,null,98.8765
K2-137 b,K2-137,1,1,0,2017,K2,0,0.179715,0.89,158.915,0.0,3492.0,0.44,0.46,98.8765
K2-138 b,K2-138,1,6,0,2017,K2,0,2.35321,1.49,null,null,5283.0,0.84,0.92,202.585
K2-138 b,K2-138,1,6,0,2017,K2,0,2.35322,1.57,null,0.403,5378.0,0.86,0.93,202.585
K2-138 b,K2-138,1,6,0,2017,K2,0,2.35309,1.51,3.1,0.048,5356.3,0.86,0.94,202.585
K2-138 c,K2-138,1,6,0,2017,K2,0,3.55987,2.52,null,0.296,5378.0,0.86,0.93,202.585
K2-138 c,K2-138,1,6,0,2017,K2,0,3.56015,2.26,null,null,5283.0,0.84,0.92,202.585
K2-138 c,K2-138,1,6,0,2017,K2,0,3.56004,2.299,6.31,0.045,5356.3,0.86,0.94,202.585
K2-138 d,K2-138,1,6,0,2017,K2,0,5.40479,2.39,7.92,0.043,5356.3,0.86,0.94,202.585
K2-138 d,K2-138,1,6,0,2017,K2,0,5.40478,2.66,null,0.348,5378.0,0.86,0.93,202.585
K2-138 d,K2-138,1,6,0,2017,K2,0,5.40484,2.46,null,null,5283.0,0.84,0.92,202.585
K2-138 e,K2-138,1,6,0,2017,K2,0,8.26146,3.39,12.97,0.077,5356.3,0.86,0.94,202.585
K2-138 e,K2-138,1,6,0,2017,K2,0,8.26147,3.11,null,null,5283.0,0.84,0.92,202.585
K2-138 e,K2-138,1,6,0,2017,K2,0,8.2616616,3.31,null,null,5281.0,0.86,null,202.585
K2-138 e,K2-138,1,6,0,2017,K2,0,8.26144,3.29,null,0.315,5378.0,0.86,0.93,202.585
K2-138 f,K2-138,1,6,0,2017,K2,0,12.75758,2.73,null,null,5283.0,0.84,0.92,202.585
K2-138 f,K2-138,1,6,0,2017,K2,0,12.75759,2.81,null,0.364,5378.0,0.86,0.93,202.585
K2-138 f,K2-138,1,6,0,2017,K2,0,12.75758,2.904,1.63,0.062,5356.3,0.86,0.94,202.585
K2-138 g,K2-138,1,6,0,2021,K2,0,41.96645,3.18,null,null,5283.0,0.84,0.92,202.585
K2-138 g,K2-138,1,6,0,2021,K2,0,41.96797,3.013,4.32,0.059,5356.3,0.86,0.94,202.585
K2-139 b,K2-139,1,1,0,2017,K2,0,28.38236,9.057,123.00021,0.12,5340.0,0.86,0.92,153.856
K2-139 b,K2-139,1,1,0,2017,K2,0,28.382206,9.5,null,null,null,0.93,null,153.856
K2-139 b,K2-139,1,1,0,2017,K2,0,28.38246,9.62,null,null,null,0.91,null,153.856
K2-139 b,K2-139,1,1,0,2017,K2,0,28.382071,9.268,null,null,5425.0,0.87,0.95,153.856
K2-139 b,K2-139,1,1,0,2017,K2,0,28.380619,9.11,null,null,5370.0,0.88,0.96,153.856
K2-14 b,K2-14,1,1,0,2015,K2,0,8.368791,7.49,null,0.14,3970.42,0.62,0.62,364.048
K2-14 b,K2-14,1,1,0,2015,K2,0,8.36779,8.51,null,null,null,0.71,null,364.048
K2-14 b,K2-14,1,1,0,2015,K2,0,8.3688168,6.65,null,null,3879.0,0.56,null,364.048
K2-14 b,K2-14,1,1,0,2015,K2,0,8.36926,4.48,null,null,3866.0,0.39,0.43,364.048
K2-14 b,K2-14,1,1,0,2015,K2,0,8.36802,4.81,null,null,3789.0,0.45,0.47,364.048
K2-140 b,K2-140,1,1,0,2017,K2,0,6.5692045,null,null,null,5654.0,0.99,1.0,347.917
K2-140 b,K2-140,1,1,0,2017,K2,0,6.569213,13.046,null,null,5637.0,1.05,1.02,347.917
K2-140 b,K2-140,1,1,0,2017,K2,0,6.569188,13.563,295.58042,0.0,5585.0,1.06,0.96,347.917
K2-140 b,K2-140,1,1,0,2017,K2,0,6.5693,12.274,323.86877,0.12,5654.0,0.99,1.0,347.917
K2-140 b,K2-140,1,1,0,2017,K2,0,6.56918,12.25,null,null,5705.0,0.99,1.0,347.917
K2-141 b,K2-141,1,2,0,2018,K2,0,0.2803244,1.51,5.08,0.0,4599.0,0.68,0.71,61.8736
K2-141 b,K2-141,1,2,0,2018,K2,0,0.2803244,1.51,4.97,0.0,4570.0,0.68,0.71,61.8736
K2-141 b,K2-141,1,2,0,2018,K2,0,0.2803246,1.648,null,null,4477.0,0.72,null,61.8736
K2-141 b,K2-141,1,2,0,2018,K2,0,0.28,1.493,5.16,null,4599.0,0.69,0.71,61.8736
K2-141 b,K2-141,1,2,0,2018,K2,0,0.2803226,1.54,5.31,0.0,4373.0,0.67,0.66,61.8736
K2-141 c,K2-141,1,2,0,2018,K2,0,7.7485,7.0,8.0,0.092,4570.0,0.68,0.71,61.8736
K2-141 c,K2-141,1,2,0,2018,K2,0,7.7485,7.0,7.4,0.0,4599.0,0.68,0.71,61.8736
K2-146 b,K2-146,1,2,0,2018,K2,0,2.644845,10.7,null,null,null,0.5,null,79.3002
K2-146 b,K2-146,1,2,0,2018,K2,0,2.644646,2.2,null,null,3385.0,0.35,0.36,79.3002
K2-146 b,K2-146,1,2,0,2018,K2,0,2.644661,2.15,null,null,3398.0,0.33,0.33,79.3002
K2-146 b,K2-146,1,2,0,2018,K2,0,2.643528,1.47,null,null,null,0.23,null,79.3002
K2-146 b,K2-146,1,2,0,2018,K2,0,2.644259,1.38,null,null,null,0.23,null,79.3002
K2-146 b,K2-146,1,2,0,2018,K2,0,2.6698,2.25,5.6,0.14,3385.0,0.35,0.36,79.3002
K2-146 b,K2-146,1,2,0,2018,K2,0,2.645,null,null,null,3359.0,0.33,0.31,79.3002
K2-146 b,K2-146,1,2,0,2018,K2,0,2.6446,2.05,5.77,0.129,3385.0,0.33,0.33,79.3002
K2-146 b,K2-146,1,2,0,2018,K2,0,2.64484,1.83,null,null,3359.0,0.33,0.31,79.3002
K2-146 c,K2-146,1,2,0,2019,K2,0,4.00498,2.19,7.49,0.075,3385.0,0.33,0.33,79.3002
K2-146 c,K2-146,1,2,0,2019,K2,0,3.9663,2.59,7.1,0.16,3385.0,0.35,0.36,79.3002
K2-147 b,K2-147,1,1,0,2018,K2,0,0.961939,1.473,null,0.38,3690.0,0.58,0.56,90.5494
K2-147 b,K2-147,1,1,0,2018,K2,0,0.961918,0.73,null,null,3775.0,0.31,null,90.5494
K2-147 b,K2-147,1,1,0,2018,K2,0,0.961917,1.38,null,null,3672.0,0.55,0.58,90.5494
K2-147 b,K2-147,1,1,0,2018,K2,0,0.961916,0.82,null,null,null,0.31,null,90.5494
K2-148 b,K2-148,2,3,0,2018,K2,0,4.38393,0.701,null,null,null,0.37,null,124.458
K2-148 b,K2-148,2,3,0,2018,K2,0,4.38395,1.33,null,null,4079.0,0.63,0.65,124.458
K2-148 c,K2-148,2,3,0,2018,K2,0,6.9226,1.73,null,null,4079.0,0.63,0.65,124.458
K2-148 c,K2-148,2,3,0,2018,K2,0,6.92251,0.9,null,null,null,0.37,null,124.458
K2-148 d,K2-148,2,3,0,2018,K2,0,9.7579,1.64,null,null,4079.0,0.63,0.65,124.458
K2-148 d,K2-148,2,3,0,2018,K2,0,9.75833,0.88,null,null,null,0.37,null,124.458
K2-149 b,K2-149,1,1,0,2018,K2,0,11.332,1.64,null,null,3745.0,0.57,0.59,123.676
K2-15 b,K2-15,1,1,0,2015,K2,0,11.81004,3.08,null,null,null,0.8,null,493.992
K2-15 b,K2-15,1,1,0,2015,K2,0,11.8104,2.48,null,null,5131.0,0.68,0.72,493.992
K2-15 b,K2-15,1,1,0,2015,K2,0,11.8097,2.84,null,null,5314.0,0.78,0.81,493.992
K2-15 b,K2-15,1,1,0,2015,K2,0,11.808398,3.1,null,null,4992.0,0.76,null,493.992
K2-150 b,K2-150,1,1,0,2018,K2,0,10.59366,1.71,null,null,null,0.36,null,102.483
K2-150 b,K2-150,1,1,0,2018,K2,0,10.59357,2.0,null,null,3499.0,0.44,0.46,102.483
K2-151 b,K2-151,2,1,0,2018,K2,0,3.83553,1.054,null,null,null,0.32,null,69.4798
K2-151 b,K2-151,2,1,0,2018,K2,0,3.835592,1.35,null,null,3585.0,0.43,0.44,69.4798
K2-151 b,K2-151,2,1,0,2018,K2,0,3.835476,1.49,null,null,3695.0,0.45,0.47,69.4798
K2-151 b,K2-151,2,1,0,2018,K2,0,3.835376,1.5,null,null,null,0.45,null,69.4798
K2-152 b,K2-152,1,1,0,2018,K2,0,32.6527,2.81,null,null,3940.0,0.63,0.65,108.449
K2-152 b,K2-152,1,1,0,2018,K2,0,32.6479,2.29,null,null,4044.0,0.61,0.63,108.449
K2-153 b,K2-153,1,1,0,2018,K2,0,7.51554,2.0,null,null,3720.0,0.49,0.51,143.125
K2-153 b,K2-153,1,1,0,2018,K2,0,7.51574,2.0,null,null,3845.0,0.53,0.55,143.125
K2-154 b,K2-154,1,2,0,2018,K2,0,3.67635,2.23,null,null,3978.0,0.65,0.67,129.356
K2-154 b,K2-154,1,2,0,2018,K2,0,3.67626,1.99,null,null,4097.0,0.63,0.65,129.356
K2-154 c,K2-154,1,2,0,2018,K2,0,7.95478,2.1,null,null,3978.0,0.65,0.67,129.356
K2-154 c,K2-154,1,2,0,2018,K2,0,7.95486,2.07,null,null,4097.0,0.63,0.65,129.356
K2-155 b,K2-155,1,3,0,2018,K2,0,6.34365,1.55,null,null,3919.0,0.53,0.54,72.7998
K2-155 b,K2-155,1,3,0,2018,K2,0,6.342,1.8,null,null,4258.0,0.58,0.65,72.7998
K2-155 c,K2-155,1,3,0,2018,K2,0,13.85,2.6,null,null,4258.0,0.58,0.65,72.7998
K2-155 c,K2-155,1,3,0,2018,K2,0,13.853487,null,null,null,3919.0,0.53,0.54,72.7998
K2-155 c,K2-155,1,3,0,2018,K2,0,13.85402,1.95,null,null,3919.0,0.53,0.54,72.7998
K2-155 c,K2-155,1,3,0,2018,K2,0,13.85327454,2.21,null,null,3893.47,0.66,null,72.7998
K2-155 d,K2-155,1,3,0,2018,K2,0,40.718,1.9,null,null,4258.0,0.58,0.65,72.7998
K2-155 d,K2-155,1,3,0,2018,K2,0,40.6835,1.64,null,null,3919.0,0.53,0.54,72.7998
K2-156 b,K2-156,1,1,0,2018,K2,0,0.81314,1.15,null,null,4597.0,0.66,0.66,150.21
K2-156 b,K2-156,1,1,0,2018,K2,0,0.813149,1.144,null,null,4460.0,0.62,0.64,150.21
K2-156 b,K2-156,1,1,0,2018,K2,0,0.813143,1.1,null,null,4460.0,0.62,null,150.21
K2-157 b,K2-157,1,1,0,2018,K2,0,0.365257,1.055,null,null,5456.0,0.88,0.94,298.373
K2-157 b,K2-157,1,1,0,2018,K2,0,0.365261,1.0,null,null,5456.0,0.88,null,298.373
K2-158 b,K2-158,1,2,0,2018,K2,0,10.06049,2.64,null,null,5503.0,0.95,0.92,197.299
K2-158 b,K2-158,1,2,0,2018,K2,0,10.062106,2.635,null,null,5489.0,0.89,0.93,197.299
K2-158 c,K2-158,1,2,0,2018,K2,0,5.90279,1.28,null,null,5503.0,0.95,0.92,197.299
K2-159 b,K2-159,1,1,0,2018,K2,0,12.42205,2.26,null,null,5425.0,0.83,0.9,170.998
K2-159 b,K2-159,1,1,0,2018,K2,0,12.421078,2.208,null,null,5419.0,0.83,0.89,170.998
K2-16 b,K2-16,1,3,0,2015,K2,0,7.6196574,2.39,null,null,4620.0,0.71,null,334.967
K2-16 b,K2-16,1,3,0,2015,K2,0,7.61856,1.96,null,null,4800.0,0.67,0.69,334.967
K2-16 b,K2-16,1,3,0,2015,K2,0,7.62067,2.13,null,null,4761.0,0.64,0.67,334.967
K2-16 b,K2-16,1,3,0,2015,K2,0,7.6188,2.02,null,null,4742.0,0.66,0.68,334.967
K2-16 b,K2-16,1,3,0,2015,K2,0,7.62117,1.87,null,null,null,0.54,null,334.967
K2-16 c,K2-16,1,3,0,2015,K2,0,19.07454,2.58,null,null,4620.0,0.71,null,334.967
K2-16 c,K2-16,1,3,0,2015,K2,0,19.07863,2.54,null,null,4742.0,0.66,0.68,334.967
K2-16 c,K2-16,1,3,0,2015,K2,0,19.0702,1.84,null,null,null,0.54,null,334.967
K2-16 c,K2-16,1,3,0,2015,K2,0,19.077,2.19,null,null,4800.0,0.67,0.69,334.967
K2-16 c,K2-16,1,3,0,2015,K2,0,19.07536,2.14,null,null,4761.0,0.64,0.67,334.967
K2-160 b,K2-160,1,1,0,2018,K2,0,3.705871,3.178,null,null,5649.0,0.91,0.98,315.363
K2-161 b,K2-161,1,1,0,2018,K2,0,9.283188,6.117,null,null,4972.0,2.57,0.99,916.319
K2-162 b,K2-162,1,1,0,2018,K2,0,9.45889,1.44,null,null,4842.0,0.69,0.75,124.433
K2-162 b,K2-162,1,1,0,2018,K2,0,9.457747,1.486,null,null,4885.0,0.73,0.78,124.433
K2-163 b,K2-163,1,1,0,2018,K2,0,6.673117,2.466,null,null,4937.0,0.76,0.83,208.529
K2-164 b,K2-164,1,1,0,2018,K2,0,17.355681,1.81,null,null,5894.0,1.06,null,375.67
K2-164 b,K2-164,1,1,0,2018,K2,0,17.3678,1.93,null,null,null,1.27,null,375.67
K2-164 b,K2-164,1,1,0,2018,K2,0,17.355066,3.249,null,null,5791.0,2.2,1.18,375.67
K2-165 b,K2-165,1,3,0,2018,K2,0,2.354992,1.274,null,null,5185.0,0.8,0.83,134.591
K2-165 c,K2-165,1,3,0,2018,K2,0,4.382745,1.554,null,null,5185.0,0.8,0.83,134.591
K2-165 d,K2-165,1,3,0,2018,K2,0,14.06660141,3.191,null,null,5141.67,0.84,null,134.591
K2-165 d,K2-165,1,3,0,2018,K2,0,14.101361,2.648,null,null,5185.0,0.8,0.83,134.591
K2-166 b,K2-166,1,2,0,2018,K2,0,8.52695,2.19,null,null,5960.0,1.61,1.16,476.882
K2-166 b,K2-166,1,2,0,2018,K2,0,8.527219,1.823,null,null,5922.0,1.2,1.07,476.882
K2-167 b,K2-167,1,1,0,2018,K2,0,9.9785275,2.34,null,null,5908.0,1.5,1.02,80.8994
K2-167 b,K2-167,1,1,0,2018,K2,0,9.97857,2.264,null,0.41,6141.0,1.46,1.34,80.8994
K2-167 b,K2-167,1,1,0,2018,K2,0,9.978541,2.365,null,0.48,6310.0,1.5,1.08,80.8994
K2-167 b,K2-167,1,1,0,2018,K2,0,9.97748,2.3,6.5,0.47,6011.0,1.49,1.01,80.8994
K2-167 b,K2-167,1,1,0,2018,K2,0,9.975403,2.13,null,null,6063.0,1.18,null,80.8994
K2-167 b,K2-167,1,1,0,2018,K2,0,9.97833193,2.052,null,null,6073.5,1.47,null,80.8994
K2-167 b,K2-167,1,1,0,2018,K2,0,9.977481,2.819,null,null,5908.0,1.83,1.02,80.8994
K2-168 b,K2-168,1,2,0,2018,K2,0,15.8523,1.86,null,null,5502.7,0.83,0.88,243.935
K2-168 b,K2-168,1,2,0,2018,K2,0,15.853989,2.144,null,null,5554.0,0.87,0.91,243.935
K2-168 b,K2-168,1,2,0,2018,K2,0,15.85412,2.34,null,null,5495.0,0.88,null,243.935
K2-168 b,K2-168,1,2,0,2018,K2,0,15.8523,2.19,null,null,null,0.9,null,243.935
K2-169 b,K2-169,1,1,0,2018,K2,0,6.37961,1.41,null,null,5347.0,0.83,null,235.867
K2-169 b,K2-169,1,1,0,2018,K2,0,6.380803,1.273,null,null,5548.0,0.92,0.99,235.867
K2-169 b,K2-169,1,1,0,2018,K2,0,6.38092,1.341,null,null,null,0.98,null,235.867
K2-17 b,K2-17,1,1,0,2015,K2,0,17.96832,1.78,null,null,null,0.56,null,125.106
K2-17 b,K2-17,1,1,0,2015,K2,0,17.969079,1.948,null,null,4382.0,0.6,0.62,125.106
K2-17 b,K2-17,1,1,0,2015,K2,0,17.96753,2.23,null,null,4320.0,0.66,0.71,125.106
K2-17 b,K2-17,1,1,0,2015,K2,0,17.9654,1.53,null,null,4102.0,0.48,0.53,125.106
K2-17 b,K2-17,1,1,0,2015,K2,0,17.968216,2.15,null,null,4151.0,0.63,null,125.106
K2-17 b,K2-17,1,1,0,2015,K2,0,17.969029,2.03,null,0.18,4118.41,0.63,0.66,125.106
K2-170 b,K2-170,1,2,0,2018,K2,0,7.576544,1.418,null,null,5748.0,0.98,0.96,392.872
K2-170 b,K2-170,1,2,0,2018,K2,0,7.5734,1.62,null,null,null,1.08,null,392.872
K2-170 b,K2-170,1,2,0,2018,K2,0,7.5767206,1.5,null,null,5749.0,0.98,null,392.872
K2-170 c,K2-170,1,2,0,2018,K2,0,12.3988,2.01,null,null,null,1.08,null,392.872
K2-170 c,K2-170,1,2,0,2018,K2,0,12.400047,1.802,null,null,5748.0,0.98,0.96,392.872
K2-170 c,K2-170,1,2,0,2018,K2,0,12.400731,1.92,null,null,5749.0,0.98,null,392.872
K2-171 b,K2-171,1,1,0,2018,K2,0,5.6228,3.71,null,null,null,2.38,null,606.128
K2-171 b,K2-171,1,1,0,2018,K2,0,5.6315915,1.23,null,null,5032.0,0.77,null,606.128
K2-171 b,K2-171,1,1,0,2018,K2,0,5.628466,2.687,null,null,5250.0,1.72,0.89,606.128
K2-172 b,K2-172,1,2,0,2018,K2,0,14.316941,1.666,null,null,5569.0,0.87,0.93,249.742
K2-172 b,K2-172,1,2,0,2018,K2,0,14.317001,1.8,null,null,5449.0,0.86,null,249.742
K2-172 b,K2-172,1,2,0,2018,K2,0,14.3181,1.69,null,null,null,0.82,null,249.742
K2-172 c,K2-172,1,2,0,2018,K2,0,29.626402,3.41,null,null,5449.0,0.86,null,249.742
K2-172 c,K2-172,1,2,0,2018,K2,0,29.626,null,null,null,5547.0,0.86,0.98,249.742
K2-172 c,K2-172,1,2,0,2018,K2,0,29.6245,3.02,null,null,null,0.82,null,249.742
K2-172 c,K2-172,1,2,0,2018,K2,0,29.62682,3.206,null,null,5569.0,0.87,0.93,249.742
K2-173 b,K2-173,1,1,0,2018,K2,0,5.86639571,null,null,null,5573.35,1.0,0.98,228.641
K2-173 b,K2-173,1,1,0,2018,K2,0,5.868699,1.608,null,null,5580.0,0.84,0.88,228.641
K2-174 b,K2-174,1,1,0,2018,K2,0,19.56204579,3.287,null,null,4246.8,0.76,null,99.9293
K2-174 b,K2-174,1,1,0,2018,K2,0,19.562307,2.6,null,null,4455.0,0.68,0.7,99.9293
K2-174 b,K2-174,1,1,0,2018,K2,0,19.56236,2.78,null,null,null,0.67,null,99.9293
K2-174 b,K2-174,1,1,0,2018,K2,0,19.5661401,null,null,null,4246.81,0.76,0.66,99.9293
K2-174 b,K2-174,1,1,0,2018,K2,0,19.56325,2.59,null,null,4246.81,0.76,0.66,99.9293
K2-174 b,K2-174,1,1,0,2018,K2,0,19.564,2.59,null,null,4581.0,0.67,null,99.9293
K2-174 b,K2-174,1,1,0,2018,K2,0,19.562743,2.492,null,null,4500.0,0.64,0.67,99.9293
K2-175 b,K2-175,1,1,0,2018,K2,0,9.525988,2.038,null,null,5909.0,1.42,1.09,247.266
K2-176 b,K2-176,1,1,0,2018,K2,0,5.32944,1.55,null,null,null,0.91,null,247.302
K2-176 b,K2-176,1,1,0,2018,K2,0,5.329439,1.491,null,null,5428.0,0.86,0.94,247.302
K2-177 b,K2-177,1,1,0,2018,K2,0,14.155185,2.116,null,null,6063.0,1.21,1.21,492.167
K2-178 b,K2-178,1,1,0,2018,K2,0,8.75470798,3.544,null,null,5888.0,0.89,null,214.753
K2-178 b,K2-178,1,1,0,2018,K2,0,8.747818,3.558,null,null,5525.0,0.89,0.95,214.753
K2-178 b,K2-178,1,1,0,2018,K2,0,8.74809,3.83,null,null,null,0.94,null,214.753
K2-179 b,K2-179,1,1,0,2018,K2,0,5.172191,2.513,null,null,5015.0,0.77,0.82,190.81
K2-179 b,K2-179,1,1,0,2018,K2,0,5.17222,2.12,null,null,null,0.64,null,190.81
K2-179 b,K2-179,1,1,0,2018,K2,0,5.17110937,null,null,null,5071.98,0.71,0.85,190.81
K2-18 b,K2-18,1,2,0,2015,K2,0,32.92801934,null,null,null,3464.0,0.44,0.44,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.93963,2.38,7.96,0.43,3457.0,0.41,0.36,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.939614,2.279,null,0.0,3457.0,0.41,0.36,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.94488,2.24,null,null,3503.0,0.39,0.41,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.93737168,2.534,null,null,3464.0,0.44,null,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.94171,1.4,null,null,null,0.25,null,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.939623,2.37,8.92,0.2,3457.0,0.41,0.36,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.947328,2.17,null,null,3440.0,0.36,null,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.940045,2.61,8.63,null,3457.0,0.44,0.5,38.0266
K2-18 b,K2-18,1,2,0,2015,K2,0,32.9418,2.28,null,null,3496.0,0.4,0.42,38.0266
K2-18 c,K2-18,1,2,0,2017,La Silla Observatory,1,8.962,null,null,0.47,3457.0,0.41,0.36,38.0266
K2-180 b,K2-180,1,1,0,2018,K2,0,8.867209,2.31,null,null,5358.0,0.72,0.72,203.896
K2-180 b,K2-180,1,1,0,2018,K2,0,8.865932,2.41,null,null,5263.0,0.68,0.73,203.896
K2-180 b,K2-180,1,1,0,2018,K2,0,8.866,null,null,null,5368.0,0.7,0.93,203.896
K2-180 b,K2-180,1,1,0,2018,K2,0,8.86638,2.51,null,null,null,0.69,null,203.896
K2-180 b,K2-180,1,1,0,2018,K2,0,8.865663,2.466,11.41004,0.075,5365.0,0.72,0.73,203.896
K2-180 b,K2-180,1,1,0,2018,K2,0,8.86528861,4.285,null,null,5368.0,0.7,null,203.896
K2-180 b,K2-180,1,1,0,2018,K2,0,8.8665,2.242,11.44182,0.0,5110.0,0.69,0.71,203.896
K2-180 b,K2-180,1,1,0,2018,K2,0,8.8656511,2.52,null,null,5306.0,0.72,0.72,203.896
K2-180 b,K2-180,1,1,0,2018,K2,0,8.867259,4.4,null,null,null,0.65,null,203.896
K2-181 b,K2-181,1,1,0,2018,K2,0,6.893813,2.836,null,0.4,5520.0,1.04,1.02,360.911
K2-181 b,K2-181,1,1,0,2018,K2,0,6.894252,2.706,null,null,5609.0,1.0,1.04,360.911
K2-181 b,K2-181,1,1,0,2018,K2,0,6.893,null,null,null,5573.0,1.06,0.98,360.911
K2-181 b,K2-181,1,1,0,2018,K2,0,6.89442,3.17,null,null,null,1.07,null,360.911
K2-181 b,K2-181,1,1,0,2018,K2,0,6.89424037,null,null,null,5573.0,1.06,0.98,360.911
K2-181 b,K2-181,1,1,0,2018,K2,0,6.894287,2.8,null,null,null,1.11,null,360.911
K2-181 b,K2-181,1,1,0,2018,K2,0,6.894256,2.84,null,null,5608.0,1.07,0.99,360.911
K2-182 b,K2-182,1,1,0,2018,K2,0,4.7369669,2.939,null,null,5069.2,0.79,null,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.73730765,null,null,null,5180.6,0.79,0.88,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.737,null,null,null,5180.6,0.79,0.88,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.736884,2.767,null,null,5159.0,0.79,0.85,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.7369729,2.7,null,null,5181.0,0.8,0.84,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.7369683,2.69,20.0,0.04,5170.0,0.79,0.86,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.736893,2.86,null,null,null,0.82,null,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.7369696,2.713,20.97667,0.071,5128.0,0.79,0.82,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.736837,2.76,null,null,5165.0,0.8,0.88,154.83
K2-182 b,K2-182,1,1,0,2018,K2,0,4.736834,2.9,null,null,null,0.82,null,154.83
K2-183 b,K2-183,1,3,0,2018,K2,0,0.469269,2.599,null,null,5482.0,0.87,0.94,329.041
K2-183 b,K2-183,1,3,0,2018,K2,0,0.469287,1.46,null,null,null,0.98,null,329.041
K2-183 b,K2-183,1,3,0,2018,K2,0,0.469285,1.1,null,null,5482.0,0.87,null,329.041
K2-183 c,K2-183,1,3,0,2018,K2,0,10.792635,2.87,null,null,5519.0,0.97,0.93,329.041
K2-183 c,K2-183,1,3,0,2018,K2,0,10.7930529,null,null,null,5436.47,0.97,0.95,329.041
K2-183 c,K2-183,1,3,0,2018,K2,0,10.792613,2.7,null,null,null,0.92,null,329.041
K2-183 c,K2-183,1,3,0,2018,K2,0,10.793471,2.511,null,null,5482.0,0.87,0.94,329.041
K2-183 c,K2-183,1,3,0,2018,K2,0,10.787992,2.3,null,null,5482.0,0.87,null,329.041
K2-183 c,K2-183,1,3,0,2018,K2,0,10.79274,3.45,null,null,null,0.98,null,329.041
K2-183 c,K2-183,1,3,0,2018,K2,0,10.792,null,null,null,5436.47,0.97,0.95,329.041
K2-183 d,K2-183,1,3,0,2018,K2,0,22.6302,5.2,null,null,null,0.98,null,329.041
K2-183 d,K2-183,1,3,0,2018,K2,0,22.631964,2.86,null,null,5519.0,0.97,0.93,329.041
K2-183 d,K2-183,1,3,0,2018,K2,0,22.629496,2.541,null,null,5482.0,0.87,0.94,329.041
K2-183 d,K2-183,1,3,0,2018,K2,0,22.634594,17.4,null,null,null,0.92,null,329.041
K2-183 d,K2-183,1,3,0,2018,K2,0,22.620344,2.3,null,null,5482.0,0.87,null,329.041
K2-184 b,K2-184,1,1,0,2018,K2,0,16.994,null,null,null,5237.31,0.77,0.89,75.5857
K2-184 b,K2-184,1,1,0,2018,K2,0,16.993435,1.538,null,null,5252.0,0.76,0.82,75.5857
